ID seqnames start end width strand source gene_id gene_type gene_name level hgnc_id havana_gene tag start_v38 end_v38 width_v38 gene_id_v38 gene_type_v38 gene_name_v38 level_v38 hgnc_id_v38 havana_gene_v38 tag_v38
2225481 RDH12 chr14 67701886 67734451 32566 + HAVANA ENSG00000139988.10 protein_coding RDH12 2 HGNC:19977 OTTHUMG00000170032.2 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2853028 IL27RA chr19 14031762 14053218 21457 + HAVANA ENSG00000104998.4 protein_coding IL27RA 2 HGNC:17290 OTTHUMG00000181990.3 NA NA NA NA NA NA NA NA NA NA NA
2005237 ESPL1 chr12 53268299 53293638 25340 + HAVANA ENSG00000135476.12 protein_coding ESPL1 2 HGNC:16856 OTTHUMG00000169674.6 NA NA NA NA NA NA NA NA NA NA NA
922085 WDR70 chr5 37379285 37753435 374151 + HAVANA ENSG00000082068.9 protein_coding WDR70 1 HGNC:25495 OTTHUMG00000162263.2 NA NA NA NA NA NA NA NA NA NA NA
2740558 ADCYAP1 chr18 904871 912172 7302 + HAVANA ENSG00000141433.13 protein_coding ADCYAP1 2 HGNC:241 OTTHUMG00000131479.6 NA NA NA NA NA NA NA NA NA NA NA
2911658 SHKBP1 chr19 40576853 40591399 14547 + HAVANA ENSG00000160410.15 protein_coding SHKBP1 1 HGNC:19214 OTTHUMG00000182602.11 NA NA NA NA NA NA NA NA NA NA NA
2596319 GRAP chr17 19020656 19047011 26356 - HAVANA ENSG00000154016.14 protein_coding GRAP 1 HGNC:4562 OTTHUMG00000059436.4 NA NA NA NA NA NA NA NA NA NA NA
2683090 TBX2 chr17 61399843 61409466 9624 + HAVANA ENSG00000121068.14 protein_coding TBX2 2 HGNC:11597 OTTHUMG00000156986.4 NA NA NA NA NA NA NA NA NA NA NA
655268 EPHA3 chr3 89107621 89482134 374514 + HAVANA ENSG00000044524.11 protein_coding EPHA3 2 HGNC:3387 OTTHUMG00000159040.2 NA NA NA NA NA NA NA NA NA NA NA
223147 XCL1 chr1 168576605 168582069 5465 + HAVANA ENSG00000143184.5 protein_coding XCL1 2 HGNC:10645 OTTHUMG00000034548.2 NA NA NA NA NA NA NA NA NA NA NA
2289924 UBE3A chr15 25333728 25439051 105324 - HAVANA ENSG00000114062.22 protein_coding UBE3A 1 HGNC:12496 OTTHUMG00000171548.13 overlapping_locus NA NA NA NA NA NA NA NA NA NA
322308 DNMT3A chr2 25227855 25342590 114736 - HAVANA ENSG00000119772.19 protein_coding DNMT3A 2 HGNC:2978 OTTHUMG00000094777.6 ncRNA_host NA NA NA ENSG00000119772.18 NA NA NA NA NA NA
266588 RPS6KC1 chr1 213051233 213274774 223542 + HAVANA ENSG00000136643.12 protein_coding RPS6KC1 2 HGNC:10439 OTTHUMG00000036926.4 NA NA NA NA NA NA NA NA NA NA NA
860485 PDE5A chr4 119494397 119628804 134408 - HAVANA ENSG00000138735.16 protein_coding PDE5A 2 HGNC:8784 OTTHUMG00000132971.7 NA NA NA NA NA NA NA NA NA NA NA
2700273 SLC39A11 chr17 72645949 73092712 446764 - HAVANA ENSG00000133195.12 protein_coding SLC39A11 1 HGNC:14463 OTTHUMG00000178306.5 overlapping_locus NA NA NA ENSG00000133195.11 NA NA NA NA NA NA
2029233 ATP23 chr12 57906039 57959148 53110 + HAVANA ENSG00000166896.9 protein_coding ATP23 2 HGNC:29452 OTTHUMG00000170493.3 NA NA NA NA NA NA NA NA NA NA NA
2814291 PLIN4 chr19 4502192 4518486 16295 - HAVANA ENSG00000167676.5 protein_coding PLIN4 2 HGNC:29393 OTTHUMG00000167571.2 NA 4502180 4518465 16286 ENSG00000167676.4 NA NA NA NA NA NA
2655586 ARL17B chr17 46274784 46361797 87014 - HAVANA ENSG00000228696.10 protein_coding ARL17B 2 HGNC:32387 OTTHUMG00000178031.2 NA NA NA NA NA NA NA NA NA NA NA
3199440 PLP2 chrX 49171898 49175235 3338 + HAVANA ENSG00000102007.11 protein_coding PLP2 2 HGNC:9087 OTTHUMG00000021513.2 NA NA NA NA NA NA NA NA NA NA NA
2385666 HAPLN3 chr15 88877294 88895597 18304 - HAVANA ENSG00000140511.12 protein_coding HAPLN3 1 HGNC:21446 OTTHUMG00000148680.5 NA NA NA NA NA NA NA NA NA NA NA
1163285 HEY2 chr6 125747664 125761269 13606 + HAVANA ENSG00000135547.9 protein_coding HEY2 2 HGNC:4881 OTTHUMG00000015512.2 NA NA NA NA NA NA NA NA NA NA NA
1034571 NOP16 chr5 176383946 176388927 4982 - HAVANA ENSG00000048162.22 protein_coding NOP16 1 HGNC:26934 OTTHUMG00000163186.5 NA 176383938 NA 4990 ENSG00000048162.21 NA NA NA NA NA NA
1968883 INTS13 chr12 26905181 26938326 33146 - HAVANA ENSG00000064102.15 protein_coding INTS13 1 HGNC:20174 OTTHUMG00000169193.6 NA NA NA NA NA NA NA NA NA NA NA
549581 PPP1R7 chr2 241149576 241183652 34077 + HAVANA ENSG00000115685.15 protein_coding PPP1R7 1 HGNC:9295 OTTHUMG00000133390.10 NA NA NA NA NA NA NA NA NA NA NA
1216884 SNX13 chr7 17790761 17940501 149741 - HAVANA ENSG00000071189.21 protein_coding SNX13 1 HGNC:21335 OTTHUMG00000152730.5 NA NA NA NA NA NA NA NA NA NA NA
1730383 CYP2E1 chr10 133520406 133561220 40815 + HAVANA ENSG00000130649.10 protein_coding CYP2E1 2 HGNC:2631 OTTHUMG00000019322.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1747019 OR51E2 chr11 4680171 4697854 17684 - HAVANA ENSG00000167332.9 protein_coding OR51E2 2 HGNC:15195 OTTHUMG00000133362.7 overlapping_locus NA NA NA NA NA NA NA NA NA NA
3120647 PES1 chr22 30576625 30607083 30459 - HAVANA ENSG00000100029.18 protein_coding PES1 1 HGNC:8848 OTTHUMG00000151077.6 NA NA NA NA NA NA NA NA NA NA NA
1550029 HSDL2 chr9 112380080 112472405 92326 + HAVANA ENSG00000119471.15 protein_coding HSDL2 2 HGNC:18572 OTTHUMG00000020504.6 NA NA NA NA NA NA NA NA NA NA NA
3087176 TSPEAR chr21 44497893 44711572 213680 - HAVANA ENSG00000175894.18 protein_coding TSPEAR 1 HGNC:1268 OTTHUMG00000041215.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
394172 PTCD3 chr2 86106223 86142157 35935 + HAVANA ENSG00000132300.19 protein_coding PTCD3 2 HGNC:24717 OTTHUMG00000153168.6 ncRNA_host NA NA NA NA NA NA NA NA NA NA
3147230 CYP2D6 chr22 42126499 42130865 4367 - HAVANA ENSG00000100197.23 protein_coding CYP2D6 2 HGNC:2625 OTTHUMG00000150918.6 NA NA NA NA NA NA NA NA NA NA NA
2977054 ZBTB45 chr19 58513530 58538911 25382 - HAVANA ENSG00000119574.13 protein_coding ZBTB45 2 HGNC:23715 OTTHUMG00000183545.3 NA NA NA NA NA NA NA NA NA NA NA
948497 FAM169A chr5 74777574 74866966 89393 - HAVANA ENSG00000198780.13 protein_coding FAM169A 1 HGNC:29138 OTTHUMG00000162930.6 NA NA NA NA ENSG00000198780.12 NA NA NA NA NA NA
320690 FAM228A chr2 24175053 24200849 25797 + HAVANA ENSG00000186453.13 protein_coding FAM228A 1 HGNC:34418 OTTHUMG00000151903.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
512457 SMARCAL1 chr2 216412414 216483053 70640 + HAVANA ENSG00000138375.13 protein_coding SMARCAL1 1 HGNC:11102 OTTHUMG00000133055.4 NA NA NA NA NA NA NA NA NA NA NA
1642361 OGDHL chr10 49734641 49762379 27739 - HAVANA ENSG00000197444.10 protein_coding OGDHL 2 HGNC:25590 OTTHUMG00000018200.2 NA NA NA NA NA NA NA NA NA NA NA
724436 IL12A chr3 159988835 159996019 7185 + HAVANA ENSG00000168811.7 protein_coding IL12A 2 HGNC:5969 OTTHUMG00000158942.3 NA NA NA NA NA NA NA NA NA NA NA
2954421 NKG7 chr19 51371606 51372701 1096 - HAVANA ENSG00000105374.10 protein_coding NKG7 2 HGNC:7830 OTTHUMG00000182898.3 NA NA NA NA NA NA NA NA NA NA NA
186046 THEM4 chr1 151870866 151909637 38772 - HAVANA ENSG00000159445.13 protein_coding THEM4 2 HGNC:17947 OTTHUMG00000013049.3 NA NA NA NA NA NA NA NA NA NA NA
1541300 MSANTD3 chr9 100427143 100451734 24592 + HAVANA ENSG00000066697.15 protein_coding MSANTD3 2 HGNC:23370 OTTHUMG00000020365.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
25206 PLOD1 chr1 11934205 11975538 41334 + HAVANA ENSG00000083444.17 protein_coding PLOD1 2 HGNC:9081 OTTHUMG00000002393.5 NA NA NA NA NA NA NA NA NA NA NA
537822 INPP5D chr2 233059967 233207903 147937 + HAVANA ENSG00000168918.14 protein_coding INPP5D 1 HGNC:6079 OTTHUMG00000133688.7 ncRNA_host NA NA NA NA NA NA NA NA NA NA
321851 DNAJC27 chr2 24943636 24972094 28459 - HAVANA ENSG00000115137.12 protein_coding DNAJC27 2 HGNC:30290 OTTHUMG00000125524.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1956311 APOLD1 chr12 12725917 12829975 104059 + HAVANA ENSG00000178878.13 protein_coding APOLD1 2 HGNC:25268 OTTHUMG00000153561.2 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1952236 CLEC2D chr12 9664969 9699553 34585 + HAVANA ENSG00000069493.15 protein_coding CLEC2D 1 HGNC:14351 OTTHUMG00000168369.9 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2944689 RCN3 chr19 49528003 49546962 18960 + HAVANA ENSG00000142552.8 protein_coding RCN3 1 HGNC:21145 OTTHUMG00000183154.3 NA NA NA NA NA NA NA NA NA NA NA
2971350 ZNF667 chr19 56439325 56478065 38741 - HAVANA ENSG00000198046.13 protein_coding ZNF667 1 HGNC:28854 OTTHUMG00000181941.5 NA NA NA NA ENSG00000198046.12 NA NA NA NA NA NA
130193 BCL10 chr1 85265776 85276632 10857 - HAVANA ENSG00000142867.14 protein_coding BCL10 2 HGNC:989 OTTHUMG00000009965.5 NA NA NA NA NA NA NA NA NA NA NA
2467867 ALDOA chr16 30064164 30070457 6294 + HAVANA ENSG00000149925.22 protein_coding ALDOA 1 HGNC:414 OTTHUMG00000132107.12 overlapping_locus NA NA NA NA NA NA NA NA NA NA
330858 RBKS chr2 27781379 27890681 109303 - HAVANA ENSG00000171174.15 protein_coding RBKS 2 HGNC:30325 OTTHUMG00000097833.4 NA NA NA NA NA NA NA NA NA NA NA
733049 NCEH1 chr3 172630249 172711218 80970 - HAVANA ENSG00000144959.11 protein_coding NCEH1 1 HGNC:29260 OTTHUMG00000156872.8 NA NA NA NA NA NA NA NA NA NA NA
2244952 GALC chr14 87837820 87993665 155846 - HAVANA ENSG00000054983.17 protein_coding GALC 2 HGNC:4115 OTTHUMG00000028646.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1117841 ZNF451 chr6 57086844 57170305 83462 + HAVANA ENSG00000112200.17 protein_coding ZNF451 2 HGNC:21091 OTTHUMG00000014916.11 NA NA NA NA NA NA NA NA NA NA NA
2985252 RNF24 chr20 3927309 4015558 88250 - HAVANA ENSG00000101236.17 protein_coding RNF24 2 HGNC:13779 OTTHUMG00000031770.5 NA NA NA NA NA NA NA NA NA NA NA
2577130 HES7 chr17 8120592 8124106 3515 - HAVANA ENSG00000179111.9 protein_coding HES7 2 HGNC:15977 OTTHUMG00000178316.3 NA NA NA NA NA NA NA NA NA NA NA
914765 DROSHA chr5 31400494 31532196 131703 - HAVANA ENSG00000113360.17 protein_coding DROSHA 1 HGNC:17904 OTTHUMG00000161976.6 NA NA NA NA NA NA NA NA NA NA NA
2436255 TXNDC11 chr16 11679083 11742857 63775 - HAVANA ENSG00000153066.13 protein_coding TXNDC11 2 HGNC:28030 OTTHUMG00000177467.2 NA NA NA NA NA NA NA NA NA NA NA
669002 BTLA chr3 112463966 112499472 35507 - HAVANA ENSG00000186265.10 protein_coding BTLA 2 HGNC:21087 OTTHUMG00000159255.3 NA NA NA NA NA NA NA NA NA NA NA
2887913 LSR chr19 35248330 35267964 19635 + HAVANA ENSG00000105699.17 protein_coding LSR 1 HGNC:29572 OTTHUMG00000183142.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1923538 PRDM10 chr11 129899706 130002835 103130 - HAVANA ENSG00000170325.16 protein_coding PRDM10 1 HGNC:13995 OTTHUMG00000165762.2 NA NA NA NA NA NA NA NA NA NA NA
1595221 DIPK1B chr9 136712572 136724742 12171 + HAVANA ENSG00000165716.11 protein_coding DIPK1B 2 HGNC:28290 OTTHUMG00000020940.2 NA NA NA NA NA NA NA NA NA NA NA
1434109 UQCRB chr8 96222947 96235546 12600 - HAVANA ENSG00000156467.10 protein_coding UQCRB 1 HGNC:12582 OTTHUMG00000164711.4 NA NA NA NA NA NA NA NA NA NA NA
1807012 OSBP chr11 59574398 59615774 41377 - HAVANA ENSG00000110048.12 protein_coding OSBP 2 HGNC:8503 OTTHUMG00000167422.3 ncRNA_host NA NA NA NA NA NA NA NA NA NA
1085295 RNF5 chr6 32178405 32180793 2389 + HAVANA ENSG00000204308.8 protein_coding RNF5 2 HGNC:10068 OTTHUMG00000031093.3 ncRNA_host NA NA NA NA NA NA NA NA NA NA
2333837 ONECUT1 chr15 52755053 52791078 36026 - HAVANA ENSG00000169856.9 protein_coding ONECUT1 1 HGNC:8138 OTTHUMG00000131899.7 NA NA NA NA NA NA NA NA NA NA NA
3089375 PCBP3 chr21 45643694 45942454 298761 + HAVANA ENSG00000183570.17 protein_coding PCBP3 2 HGNC:8651 OTTHUMG00000090399.10 overlapping_locus NA NA NA NA NA NA NA NA NA NA
890486 SH3RF1 chr4 169094259 169270956 176698 - HAVANA ENSG00000154447.15 protein_coding SH3RF1 2 HGNC:17650 OTTHUMG00000161010.6 NA NA NA NA NA NA NA NA NA NA NA
2010083 GPR84 chr12 54362445 54364487 2043 - HAVANA ENSG00000139572.4 protein_coding GPR84 2 HGNC:4535 OTTHUMG00000169839.2 NA NA NA NA NA NA NA NA NA NA NA
2467296 DOC2A chr16 30005514 30023270 17757 - HAVANA ENSG00000149927.18 protein_coding DOC2A 2 HGNC:2985 OTTHUMG00000132109.9 NA NA NA NA NA NA NA NA NA NA NA
2590997 PEMT chr17 17505563 17591708 86146 - HAVANA ENSG00000133027.18 protein_coding PEMT 2 HGNC:8830 OTTHUMG00000059290.6 NA NA NA NA NA NA NA NA NA NA NA
886633 FNIP2 chr4 158769026 158908050 139025 + HAVANA ENSG00000052795.13 protein_coding FNIP2 2 HGNC:29280 OTTHUMG00000161983.5 NA NA NA NA NA NA NA NA NA NA NA
2068182 RIC8B chr12 106774621 106889316 114696 + HAVANA ENSG00000111785.21 protein_coding RIC8B 1 HGNC:25555 OTTHUMG00000144188.10 NA NA NA NA NA NA NA NA NA NA NA
2642106 WNK4 chr17 42780610 42797066 16457 + HAVANA ENSG00000126562.17 protein_coding WNK4 2 HGNC:14544 OTTHUMG00000180650.3 NA NA NA NA NA NA NA NA NA NA NA
967865 LNPEP chr5 96935394 97037513 102120 + HAVANA ENSG00000113441.16 protein_coding LNPEP 1 HGNC:6656 OTTHUMG00000128719.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1337218 NDUFB2 chr7 140690777 140722790 32014 + HAVANA ENSG00000090266.13 protein_coding NDUFB2 1 HGNC:7697 OTTHUMG00000157424.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1920426 SRPRA chr11 126262938 126269144 6207 - HAVANA ENSG00000182934.12 protein_coding SRPRA 1 HGNC:11307 OTTHUMG00000165826.3 NA NA NA NA NA NA NA NA NA NA NA
1021026 MRPL22 chr5 154941073 154969411 28339 + HAVANA ENSG00000082515.18 protein_coding MRPL22 2 HGNC:14480 OTTHUMG00000130190.3 NA NA NA NA NA NA NA NA NA NA NA
418759 MERTK chr2 111898607 112029561 130955 + HAVANA ENSG00000153208.18 protein_coding MERTK 2 HGNC:7027 OTTHUMG00000131278.5 ncRNA_host NA NA NA ENSG00000153208.17 NA NA NA NA NA NA
2627500 PGAP3 chr17 39671122 39696797 25676 - HAVANA ENSG00000161395.14 protein_coding PGAP3 1 HGNC:23719 OTTHUMG00000179110.6 NA NA NA NA NA NA NA NA NA NA NA
257278 ELK4 chr1 205597556 205632011 34456 - HAVANA ENSG00000158711.14 protein_coding ELK4 2 HGNC:3326 OTTHUMG00000037221.4 NA NA NA NA NA NA NA NA NA NA NA
1695195 SLF2 chr10 100912963 100965134 52172 + HAVANA ENSG00000119906.13 protein_coding SLF2 2 HGNC:17814 OTTHUMG00000018919.7 NA NA NA NA NA NA NA NA NA NA NA
951843 ZBED3 chr5 77072072 77087285 15214 - HAVANA ENSG00000132846.6 protein_coding ZBED3 2 HGNC:20711 OTTHUMG00000102131.6 ncRNA_host NA NA NA NA NA NA NA NA NA NA
526089 DOCK10 chr2 224765090 225042468 277379 - HAVANA ENSG00000135905.20 protein_coding DOCK10 1 HGNC:23479 OTTHUMG00000153428.6 ncRNA_host NA NA NA NA NA NA NA NA NA NA
651941 EBLN2 chr3 73061659 73063337 1679 + HAVANA ENSG00000255423.1 protein_coding EBLN2 2 HGNC:25493 OTTHUMG00000165897.1 overlapping_locus NA NA NA NA NA NA NA NA NA NA
49836 DHDDS chr1 26432282 26471306 39025 + HAVANA ENSG00000117682.17 protein_coding DHDDS 1 HGNC:20603 OTTHUMG00000003554.8 NA NA NA NA NA NA NA NA NA NA NA
1287082 ZKSCAN5 chr7 99504662 99534700 30039 + HAVANA ENSG00000196652.12 protein_coding ZKSCAN5 2 HGNC:12867 OTTHUMG00000156749.1 NA NA NA NA NA NA NA NA NA NA NA
2625717 PLXDC1 chr17 39063313 39154394 91082 - HAVANA ENSG00000161381.14 protein_coding PLXDC1 1 HGNC:20945 OTTHUMG00000133183.15 NA NA NA NA NA NA NA NA NA NA NA
2309182 MGA chr15 41621134 41773081 151948 + HAVANA ENSG00000174197.18 protein_coding MGA 1 HGNC:14010 OTTHUMG00000172719.3 ncRNA_host NA NA NA ENSG00000174197.17 NA NA NA NA NA NA
2228336 GALNT16 chr14 69259277 69357033 97757 + HAVANA ENSG00000100626.17 protein_coding GALNT16 2 HGNC:23233 OTTHUMG00000171231.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
205536 ETV3 chr1 157121191 157138474 17284 - HAVANA ENSG00000117036.12 protein_coding ETV3 2 HGNC:3492 OTTHUMG00000034298.3 NA NA NA NA NA NA NA NA NA NA NA
2435483 RMI2 chr16 11249619 11381662 132044 + HAVANA ENSG00000175643.10 protein_coding RMI2 2 HGNC:28349 OTTHUMG00000129793.5 ncRNA_host NA NA NA NA NA NA NA NA NA NA
1415743 ARFGEF1 chr8 67173511 67343781 170271 - HAVANA ENSG00000066777.9 protein_coding ARFGEF1 1 HGNC:15772 OTTHUMG00000164626.8 NA NA NA NA NA NA NA NA NA NA NA
1697456 ARMH3 chr10 101845599 102056193 210595 - HAVANA ENSG00000120029.13 protein_coding ARMH3 2 HGNC:25788 OTTHUMG00000018943.2 ncRNA_host NA NA NA NA NA NA NA NA NA NA
3223517 MAGEE2 chrX 75782987 75785254 2268 - HAVANA ENSG00000186675.7 protein_coding MAGEE2 2 HGNC:24935 OTTHUMG00000021870.2 retrogene NA NA NA NA NA NA NA NA NA NA
450818 ITGB6 chr2 160099667 160200313 100647 - HAVANA ENSG00000115221.12 protein_coding ITGB6 1 HGNC:6161 OTTHUMG00000132026.8 NA NA NA NA NA NA NA NA NA NA NA
3095609 USP18 chr22 18150170 18177397 27228 + HAVANA ENSG00000184979.10 protein_coding USP18 2 HGNC:12616 OTTHUMG00000150104.2 NA NA NA NA NA NA NA NA NA NA NA
988537 GDF9 chr5 132861181 132866884 5704 - HAVANA ENSG00000164404.9 protein_coding GDF9 2 HGNC:4224 OTTHUMG00000059842.3 NA NA NA NA ENSG00000164404.8 NA NA NA NA NA NA
1946510 LPCAT3 chr12 6976185 7018477 42293 - HAVANA ENSG00000111684.11 protein_coding LPCAT3 2 HGNC:30244 OTTHUMG00000168970.3 NA NA NA NA NA NA NA NA NA NA NA
205019 PEAR1 chr1 156893698 156916429 22732 + HAVANA ENSG00000187800.14 protein_coding PEAR1 2 HGNC:33631 OTTHUMG00000041293.4 NA NA NA NA NA NA NA NA NA NA NA
1215790 SOSTDC1 chr7 16461481 16530580 69100 - HAVANA ENSG00000171243.8 protein_coding SOSTDC1 1 HGNC:21748 OTTHUMG00000090807.2 NA NA NA NA NA NA NA NA NA NA NA
2897752 ZNF850 chr19 36714383 36772825 58443 - HAVANA ENSG00000267041.6 protein_coding ZNF850 2 HGNC:27994 OTTHUMG00000180899.2 NA NA NA NA NA NA NA NA NA NA NA
2532024 MPHOSPH6 chr16 82147798 82170224 22427 - HAVANA ENSG00000135698.10 protein_coding MPHOSPH6 1 HGNC:7214 OTTHUMG00000137632.3 NA NA NA NA NA NA NA NA NA NA NA
1766122 KCNJ11 chr11 17365172 17389331 24160 - HAVANA ENSG00000187486.7 protein_coding KCNJ11 2 HGNC:6257 OTTHUMG00000165914.2 NA NA NA NA NA NA NA NA NA NA NA
19821 SPSB1 chr1 9292894 9369532 76639 + HAVANA ENSG00000171621.14 protein_coding SPSB1 2 HGNC:30628 OTTHUMG00000001279.5 NA NA NA NA NA NA NA NA NA NA NA
3113643 CRYBB1 chr22 26599278 26618027 18750 - HAVANA ENSG00000100122.7 protein_coding CRYBB1 2 HGNC:2397 OTTHUMG00000150980.5 NA NA NA NA NA NA NA NA NA NA NA
1979781 PDZRN4 chr12 41188320 41574745 386426 + HAVANA ENSG00000165966.16 protein_coding PDZRN4 2 HGNC:30552 OTTHUMG00000169364.4 NA NA NA NA NA NA NA NA NA NA NA
1110594 MEP1A chr6 46793389 46839778 46390 + HAVANA ENSG00000112818.11 protein_coding MEP1A 2 HGNC:7015 OTTHUMG00000014790.2 NA NA NA NA NA NA NA NA NA NA NA
1157048 TRAF3IP2 chr6 111555381 111606906 51526 - HAVANA ENSG00000056972.20 protein_coding TRAF3IP2 1 HGNC:1343 OTTHUMG00000015379.6 NA NA NA NA NA NA NA NA NA NA NA
128614 PRKACB chr1 84078062 84238498 160437 + HAVANA ENSG00000142875.20 protein_coding PRKACB 2 HGNC:9381 OTTHUMG00000009975.4 overlapping_locus NA NA NA ENSG00000142875.19 NA NA NA NA NA NA
611477 SMARCC1 chr3 47585269 47782106 196838 - HAVANA ENSG00000173473.11 protein_coding SMARCC1 2 HGNC:11104 OTTHUMG00000133519.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1399120 HOOK3 chr8 42896946 43030535 133590 + HAVANA ENSG00000168172.9 protein_coding HOOK3 1 HGNC:23576 OTTHUMG00000165278.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1839438 RBM4B chr11 66664998 66677887 12890 - HAVANA ENSG00000173914.12 protein_coding RBM4B 1 HGNC:28842 OTTHUMG00000167243.4 NA NA NA NA NA NA NA NA NA NA NA
1525918 ISCA1 chr9 86264546 86283102 18557 - HAVANA ENSG00000135070.15 protein_coding ISCA1 2 HGNC:28660 OTTHUMG00000020135.3 NA NA NA NA NA NA NA NA NA NA NA
5139 ATAD3C chr1 1449689 1470163 20475 + HAVANA ENSG00000215915.10 protein_coding ATAD3C 2 HGNC:32151 OTTHUMG00000000531.8 NA NA NA NA NA NA NA NA NA NA NA
90637 PRDX1 chr1 45510914 45542732 31819 - HAVANA ENSG00000117450.15 protein_coding PRDX1 2 HGNC:9352 OTTHUMG00000007738.7 NA NA NA NA NA NA NA NA NA NA NA
3100483 CCDC188 chr22 20148416 20151055 2640 - HAVANA ENSG00000234409.7 protein_coding CCDC188 1 HGNC:51899 OTTHUMG00000150751.6 NA NA NA NA NA NA NA NA NA NA NA
1755726 DENND5A chr11 9138825 9265959 127135 - HAVANA ENSG00000184014.9 protein_coding DENND5A 1 HGNC:19344 OTTHUMG00000165716.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1032230 ATP6V0E1 chr5 172983771 173035445 51675 + HAVANA ENSG00000113732.9 protein_coding ATP6V0E1 2 HGNC:863 OTTHUMG00000130518.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2502005 CA7 chr16 66844414 66854153 9740 + HAVANA ENSG00000168748.14 protein_coding CA7 2 HGNC:1381 OTTHUMG00000137524.4 NA NA NA NA NA NA NA NA NA NA NA
1719759 BTBD16 chr10 122271296 122338159 66864 + HAVANA ENSG00000138152.10 protein_coding BTBD16 2 HGNC:26340 OTTHUMG00000019182.6 NA NA NA NA NA NA NA NA NA NA NA
806593 CRACD chr4 56049098 56330609 281512 + HAVANA ENSG00000109265.15 protein_coding CRACD 2 HGNC:29219 OTTHUMG00000160749.7 ncRNA_host NA NA NA NA NA NA NA NA NA NA
69811 GNL2 chr1 37566816 37595937 29122 - HAVANA ENSG00000134697.13 protein_coding GNL2 1 HGNC:29925 OTTHUMG00000004322.5 NA NA NA NA NA NA NA NA NA NA NA
2479542 N4BP1 chr16 48538726 48620148 81423 - HAVANA ENSG00000102921.8 protein_coding N4BP1 2 HGNC:29850 OTTHUMG00000175421.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
872518 GAB1 chr4 143336762 143474568 137807 + HAVANA ENSG00000109458.9 protein_coding GAB1 1 HGNC:4066 OTTHUMG00000161432.13 overlapping_locus NA NA NA ENSG00000109458.8 NA NA NA NA NA NA
954780 JMY chr5 79236131 79327211 91081 + HAVANA ENSG00000152409.9 protein_coding JMY 2 HGNC:28916 OTTHUMG00000131301.7 NA NA NA NA NA NA NA NA NA NA NA
1786835 COMMD9 chr11 36269284 36289449 20166 - HAVANA ENSG00000110442.12 protein_coding COMMD9 1 HGNC:25014 OTTHUMG00000166333.3 NA NA NA NA NA NA NA NA NA NA NA
2710214 UNC13D chr17 75827225 75844552 17328 - HAVANA ENSG00000092929.12 protein_coding UNC13D 2 HGNC:23147 OTTHUMG00000179895.3 NA NA NA NA NA NA NA NA NA NA NA
2362223 ISLR2 chr15 74100311 74138540 38230 + HAVANA ENSG00000167178.17 protein_coding ISLR2 2 HGNC:29286 OTTHUMG00000137624.5 NA NA NA NA ENSG00000167178.16 NA NA NA NA NA NA
2179163 MYH7 chr14 23412740 23435660 22921 - HAVANA ENSG00000092054.13 protein_coding MYH7 2 HGNC:7577 OTTHUMG00000028755.5 ncRNA_host NA NA NA NA NA NA NA NA NA NA
156041 OVGP1 chr1 111414319 111427735 13417 - HAVANA ENSG00000085465.13 protein_coding OVGP1 2 HGNC:8524 OTTHUMG00000011746.2 NA NA NA NA NA NA NA NA NA NA NA
2685915 TANC2 chr17 62966235 63427703 461469 + HAVANA ENSG00000170921.16 protein_coding TANC2 2 HGNC:30212 OTTHUMG00000179103.2 overlapping_locus 63009556 63427699 418144 ENSG00000170921.15 NA NA NA NA NA NA
1606927 AKR1C2 chr10 4987775 5018031 30257 - HAVANA ENSG00000151632.18 protein_coding AKR1C2 2 HGNC:385 OTTHUMG00000017584.4 NA 4987400 NA 30632 ENSG00000151632.17 NA NA NA NA NA NA
1658762 SPOCK2 chr10 72059034 72089032 29999 - HAVANA ENSG00000107742.14 protein_coding SPOCK2 2 HGNC:13564 OTTHUMG00000018430.4 NA NA NA NA ENSG00000107742.13 NA NA NA NA NA NA
2968061 TMEM86B chr19 55226638 55228784 2147 - HAVANA ENSG00000180089.6 protein_coding TMEM86B 2 HGNC:28448 OTTHUMG00000187285.2 overlapping_locus NA NA NA NA NA NA NA NA NA NA
907433 ADCY2 chr5 7396138 7830081 433944 + HAVANA ENSG00000078295.17 protein_coding ADCY2 2 HGNC:233 OTTHUMG00000090476.6 NA NA NA NA NA NA NA NA NA NA NA
